Username	Answer
liu4186	"At the beginning of this semester, I was honestly not very confident about my understanding of either finance or artificial intelligence. My knowledge of finance was very limited, and my use of AI was quite basic. I mostly treated AI as a question-and-answer tool: I asked something, and it gave me a response. I did not really understand how AI could be integrated into learning, analysis, or creation, nor did I see it as something I could actively use to build or design meaningful tools.
As the semester progressed, what surprised me most was discovering how powerful AI could be as a learning partner rather than just an information source. AI made many topics that once seemed to require extensive professional knowledge much more accessible. More importantly, it helped me realize that I was capable of creating things myself. Building tools like a Fed-signal analyst or a financial scenario generator showed me that I could move beyond passive learning and actually produce something functional and insightful. At the same time, the DRIVER framework gradually became more than just a class requirement?it evolved into a general way I approach and structure my thinking when facing new problems.
There was a clear moment of realization when I felt that I had truly grown. I began to understand that the world is changing extremely fast, and with the support of AI, what matters most for the future may not be how many technical skills you already possess, but the quality of your ideas and your ability to innovate. Even if I lack certain technical skills, AI can help fill in those gaps. This shift in mindset made me feel more confident and less intimidated by uncertainty. These made me believe that I can really build something new!
Now, I see myself differently in relation to artificial intelligence, learning, and uncertainty. AI is no longer something I simply use to get answers; it is a tool I collaborate with to explore ideas, test assumptions, and build solutions. Learning has become more active and experimental, and uncertainty feels less threatening because I know I have tools and frameworks to help me navigate it.
One important lesson I will take away from this experience is that AI is not always correct. Especially when dealing with precise calculations or financial data, it is more reliable to have AI generate code or structured models rather than blindly trusting its direct answers. This has taught me the importance of judgment, critical thinking, and verification when working with AI.In the end, I believe the core value of this course was not simply teaching me financial knowledge. Instead, it was a form of intellectual awakening. It showed me what AI is capable of, encouraged me to stay curious, and motivated me to actively embrace a rapidly evolving world with an open and forward-looking mindset."
lopez613	"When this semester started, I saw myself as a competent, structured student?someone comfortable with finance formulas, frameworks, and ""right answers,"" and cautiously curious about AI. I understood AI mostly as a tool for efficiency: something that could summarize, calculate, or speed up work, but not fundamentally change how I thought or learned. Learning, to me, was largely transactional: master the material, apply the model, get the result. I believed uncertainty was something to minimize as quickly as possible.
What surprised me most was how much of my growth came not from getting answers, but from wrestling with ambiguity. I didn't expect to become more reflective about how I think?how assumptions sneak into models, how framing a question changes the outcome, and how often confidence can mask untested beliefs. I also surprised myself by becoming more comfortable exposing incomplete thinking, especially when using AI as a thought partner rather than a solution engine.The moment that truly ""clicked"" was when I stopped asking AI to give me the answer and started asking it to challenge my reasoning. In finance work?whether building valuation logic, stress-testing assumptions, or explaining tradeoffs to different stakeholders?I felt a shift from execution to judgment. That was the point where learning felt less like accumulation and more like calibration: refining instincts, not just inputs.Now, I see myself as a learner who's more adaptive and less afraid of not knowing. My relationship with AI has evolved into something closer to collaboration?an iterative dialogue that sharpens thinking rather than replaces it. I'm more comfortable sitting with uncertainty, using it as a signal to ask better questions instead of rushing to closure. Going forward, I'll carry the habit of reflective learning: treating tools as amplifiers of judgment, valuing process as much as outcome, and staying curious even when the path forward isn't clearly defined."
lyu147	"The course changed me a lot in the way I see finance and business. I used to think that we were all eventually going to get replaced by AI in the finance industry. However, as we got deeper and deeper into the course material, I realized that the best work is done by AI and humans working together. A human with AI's help is stronger than AI and humans individually. This was definitely the biggest surprise I had in this class. One moment it clicked was the first time AI built an app for me in Mini Project 1. Seeing the app come together step by step is an experience I have not had before. I'm now much more used to working with AI and recognizing its strengths as well as its flaws. I'll be sure to turn to AI's help more in the future when faced with financial decisions."
cmainvil	"1. During the start of the semester, I used AI as a simple tool. I was using it for basic learning needs to help me understand things I didn't know in my classes and that was about all it spanned to. As far as finance, I thought I knew way more about finance at the beginning of the semester compared to now. I now see how ignorant that mentality is, and how it is more important to be curious than knowledgable in the early stages of your career. As a learner, I learned that trial and error is more valuable than any exam could teach me. The process of learning how to get better with AI is full of failing and trying again.ÿ2. My perseverance. Many times in the semester I was frustrated with the outcomes of my tools but I always overcame that mental roadblock.ÿ3. One moment where things really clicked was after I got the 50% on one of the assignments. I was super upset with myself as I felt like I put so much effort in and got nothing back out of it. But I took that moment as a learning opportunity to see what I was doing wrong and I poured all I had into the next assignment and did very well. That was the moment that the DRIVER ideology really clicked and I saw how it was applicable to other areas of life and not just this finance class.ÿ4. I feel more comfortable with AI. I understand how it works (very simply) and have a better grasp of its powers. My relationship with learning became more compassionate. You can't be so hard on yourself for trying and not getting the outcome you expected. Always take those bad moments as a learning experience. My relationship with the idea of uncertainty has become more comfortable. When uncertain, I use the tools at my disposable to get a better idea of whatever I am uncertain about.ÿ5. I will carry forward the DRIVER method and all the knowledge I learned while using AI. I want to continue to drive the AI, not let the AI be my brain.ÿThank you Professor Zhang, this course was one of the most valuable courses I have taken here at Purdue."
amandhad	"Hi there, I'm Anvitha Mandhadi a junior studying Business Analytics & Information Management and I've always been interested by finance and AI but never did I think I'd get the privilege of taking a course with the both of them. I knew the basics of finance, or so I thought I did through the accounting and economics classes I took. All I knew about AI was the large language model chat gpt. I knew about the kiss principle but I never heard of a driver framework, but it has truly been life changing.ÿ
What surprised me the most is my ability to learn these new concepts and build my own ai model!! I never thought that's something I can do but with the help of this class and n8n it was such a cool experience. That was also the time where something clicked and I felt myself grow because with the right resources, tools, and tutorials at our disposal, you can do pretty much anything.ÿMy relationship with AI, learning, and uncertainty has changed so much because I know that it is truly limit less. We're able to code, create financial models, compare between forecasting models, calculate complex financial equations, and do so much more. I will definitely use the driver framework for when tackling problems and I'll try to leverage AI to my advantage."
mangal2	"When the semester started, I had a decent understanding of AI and finance because of previous classes I had taken before and use of basic AI tools like ChatGPT, but very limited.ÿ I thought I had a good knowledge of finance and above average knowledge of AI since I knew about a lot of the new release technology that people were slow to adapt to. Looking back now, I release how surface level all that knowledge I had was. What surprised me was how much room I had left to grow and the avenues that I had to traverse to get there. Topics that I dismissed as too hard to complete such as coding in python and finance concepts were coming easy to understand for me after learning how to use AI tools to my advantage. It felt like something clicked when I ran code in google Colab generated by myself for the first time, and it actually ran. No errors, no bugs, but fully functional code that I could use to help aid my finance journey. I am now a finance student who is a lot more knowledgeable about AI and more importantly the modern tools I can use to learn. This course, I learned how to apply modern technology to my benefit and use code as a way to aid my learning. I will carry forward not only the information I learned in this course, but the way I applied them and the DRIVER method."
amanick	"When this semester began, I thought I had AI neatly compartmentalized: clever tools for automating finance tasks and offering a slight analytical edge. Learning was about accumulating knowledge, proving competence, and minimizing mistakes. I envisioned AI as an efficiency upgrade, bolting onto my existing skill set. I was confident in my finance knowledge and believed AI would help me move faster.
However, I discovered significant growth potential in mindset, not technical capability. I felt vulnerable at times but energized by pushing past discomfort. Some experiments failed, and conversations exposed gaps, but each recovery made me more resilient. I learned to be curious and critical, understanding everything immediately wasn't necessary, and uncertainty wasn't a weakness.A pivotal moment was when I stopped treating AI as a black box assistant and treated it as a collaborator. I shifted from transactional questions to probing its reasoning, challenging assumptions, and comparing perspectives. I realized I wasn't just delegating tasks; I was learning to think with AI, interrogating models, and balancing intuition with computational insights. Growth wasn't about ""using AI""; it was about learning alongside it.
Now, I'm more comfortable admitting my ignorance and deliberate in exploring the unknown. My relationship with AI has evolved into a reflective one: a tool that frames questions differently and forces me to clarify my judgment. Learning feels less like checking boxes and more like iterating, testing, and refining. Uncertainty no longer feels like a void to avoid; it's a space for creativity and rigor.I'll carry forward a growth mindset?staying curious, embracing ambiguity, and using AI as a catalyst for deeper thinking. I'll seek a balance between data and intuition, speed and reflection, automation and human evaluation, empathy, and adaptation."
marsh86	"I didn't really know anything about finance in the beginning of the semester. I had taken econ and accounting classes but I never truly understood it. AI has just been something that I use as a tool to explain a prompt if I don't understand to to ask a random question for fun.ÿ
I don't know that anything really surprised me. I did learn more about AI and how to use it and learned that AI can be very cool and interesting to use but can also be frustrating at times.
While using AI throughout the class I feel it really helped me to understand some key points, although I was still confused at times it helped to have another tool to explain something to me in a simple way that I could understand.
At the end of the semester I see how AI can help me in more detailed ways and that I can use AI to help me further my understanding when needed.
I will carry the fact that AI can be confusing, but when being specific and direct with the prompts, it is easy to use and can be very helpful."
am156	"Starting this semester, I was someone who really wasn't knowledgeable about working with AI. I had only been recently introduced to the different things AI could help with like answering questions and brainstorming. Overall I was not aware of the in depth applications that I could create with AI by being intentional with my prompts.
I was surprised by how fast I was able to take up this AI coding and finance aspect, especially because I wasn't used to using AI as intentionally and as thorough, especially when it came to something I was currently learning, financial management and coding.ÿ
The moment it clicked for me was when we had to create our own n8n AI agent. It made me realize how much I actually knew and understood of the process and what I wanted ultimately.ÿ
I feel like I have grown into someone who won't be as lost when it comes to navigated AI, especially now that I know how to use it for more than answering questions. I can now use it to create things beyond that and more. I feel comfortable with the knowledge I have acquired from where I stand right now. The foundation I have is solid and I know that I can comfortably lean back on my skills as I continue to learn more about AI.
I will carry the experience of using AI to code and being more intentional and thorough when it comes to writing my prompts. Those are things that I will continue to use and develop as AI evolves and continues to advance."
mccar169	"Honestly, when the semester started, I was a bit intimidated by the finance side of things. I looked at AI mostly as a shortcut or something to write a quick email or summarize a boring article. I didn't really see it as a ""partner,"" and I definitely didn't think it could help me understand complex financial logic. I was just focused on getting the right answers to get the grade.ÿ
What surprised me most was realizing that AI can actually be wrong, and that catching it being wrong made me smarter. The moment it really clicked was once when I was stuck, but instead of asking for the answer, I had a back-and-forth conversation with the AI to break down the concept. Suddenly, I wasn't just copy-pasting; I was debating the logic. That's when I felt like I was actually in the driver's seat.I feel much more comfortable with uncertainty now. I used to panic if I didn't know how to start a problem, but now I know I have a tool to help me brainstorm and structure my thinking. I see learning less about memorizing formulas and more about knowing how to ask the right questions to get to the solution. I'm leaving this class not just knowing finance but knowing how to think through problems with technology as a co-pilot."
mcnama34	"When the semester started I thought AI was a another tool to help me with my homework. Or like another Google that I could ask any silly question that came into my head. I never thought about it as the tool I now know it to be. As for the world of finance I will say my eyes have been opened. There is much more to it than stocks and balance sheets.ÿ
The thing that surprised me the most about this class was how much I could really do with AI once I understood it. My ability to work with the programs to produce the result I wanted came very easy to me. It felt like a conversation with a really productive friend. I think that the time that it really clicked was around mini project one. Seeing AI create a whole app based off the prompts I was feeding it I think is what made me see the real application of it.ÿI've been using AI more and more. It's been a great study tool for me across all my classes. Where I've found myself appling the AI part of this class is in the way I communicate with AI. I know the best ways to get the results I want as fast as possible. While the finance material is essential to my life and career, I believe my knowledge of AI will be far more valuable in the long run. The biggest takeaway from this semester is too test the limits of AI. It is incredibly smart and is the future. Keep up with it, especially with being around for the early stages of it."
emendon	"When I initially started this course, I did not fully grasp the full applications of how AI can be used in everyday world nor how advanced it is and how it can help in creating financial models. However, after a full semester of this course. I feel that I am able to create specialized financial models using AI in order to create a tool that can be used by anyone to help them understand more about the financial world.ÿThe biggest thing that surprised me during this couse was prompting. I never knew how crafting a prompt for a specific purpose could yield such different results in terms of the gemini. When I initially started with the DRIVER. I did not use the best prompts and ideas to create good Discover, Represent and Implement stages. However throughout the course I learnt how to properly prompt the AI to give me what I needed and that drastically improved my ability to create good code."
fmenende	"Who I Was At the start, I thought AI was just a tool or a fancy calculator. I thought finance was just memorizing hard rules. I saw myself and the computer as totally separate things.The Surprise The biggest shock was how much my thinking changed. The moment it ""clicked"" was when I stopped asking the AI for answers and started thinking with it. The wall between us came down.
Who I Am Now I have learned how to be one with AI. This is the most important thing. It isn't just software I use anymore, I don't feel alone when I don't know an answer, because I have a partner to help me figure it out.What I'm Keeping I am carrying forward this partnership. I am no longer just a student memorizing facts. I am a thinker who knows how to merge my mind with the machine to solve problems."
pmeshra	"When this semester started, I honestly thought finance was just math with dollar signs. Plug numbers into formulas, get answers. I also saw AI as a shortcut, something to make homework easier. I didn't really think about either one deeply. What surprised me was how much I started to enjoy the ambiguity. Early in the semester I kept asking ""but what's the right answer?"" and it took me a while to realize that's not how this works. Two people can value the same company differently and both be correct if their reasoning is sound. That shift in mindset was uncomfortable at first but now it feels freeing. The moment it clicked for me was actually during one of the earlier sessions when we were working through WACC. I had memorized the formula before in other classes but never understood why it mattered. When I finally connected it to real decision making, like whether a company should take on a project or not, it stopped being abstract. Finance suddenly felt like a language for making better choices, not just calculations. My relationship with AI has evolved a lot. I went from using it to get answers to using it to think through problems. It's like having a study partner who never gets tired. But I also learned its limits. It can structure my thoughts and catch errors, but I still have to bring the judgment and the context. That balance took time to figure out. What I'll carry forward is the DRIVER process itself. Not because I'll use it for every assignment forever, but because it taught me to slow down. Define what you're solving before you solve it. Check your work before you call it done. Reflect on what you learned. Simple stuff but I genuinely didn't do it before. This semester changed how I approach problems, not just in finance but in general. I'm more comfortable with not knowing everything upfront and more confident in working through uncertainty. That feels like real growth."
mill3280	"At the start of this semester, I saw AI mostly as a helpful shortcut and finance as a set of formulas and calculations that needed to be memorized and applied correctly. I thought learning meant following steps, getting the right answer, and moving on. I understood the basics of finance and had some exposure to AI, but I didn't fully grasp how the two could work together in a meaningful or creative way. I also didn't realize how much uncertainty would be part of the process, or how uncomfortable that would feel at first, especially with never using Colab or Gemini before.
What surprised me most was how capable I became once I stopped waiting for clear instructions and started experimenting. There were moments when nothing worked the first time, and instead of feeling stuck, I learned how to problem solve, test ideas, and adapt. I surprised myself with how persistent I was and how much I enjoyed building something from scratch.The biggest ""click"" moment for me was when I connected financial concepts to real decision making and used AI as a thinking partner rather than just a tool. Building my AI powered finance calculator made everything feel real. Instead of just calculating present value or cost of capital, I was explaining the results, evaluating trade offs, and making recommendations. That was the moment I realized I wasn't just learning finance or AI separately, I was learning how to think more strategically.
Now, I feel more confident navigating uncertainty and tackling problems without a clear path. My relationship with AI has shifted from relying on it for answers to using it as a collaborator that helps me ask better questions and refine my thinking. I'm more comfortable not knowing everything right away and trusting the process.
What I'll carry forward from this experience is the confidence to build, test, and improve. I've learned that I don't need to be an expert to start, and that growth happens when I lean into uncertainty instead of avoiding it. This class showed me that learning isn't about perfection, it's about progress, curiosity, and the willingness to try."
mitra69	"When this semester began, I knew AI existed in finance but had no idea how to actually use it. What surprised me most was discovering my capacity for iterative problem-solving. The breakthrough during the mini projects when I realized I could train an AI agent to handle repetitive calculations. AI became a collaborator rather than an abstract concept, something that could make repetitive tasks easier and focus on actual analysis and strategy."
montg126	"My name is Jackson Montgomery, and prior to taking MGMT 310, I didn't fully understand the capabilities of ai and how anyone can create projects. I thought that all apps, and websites were created by geniuses who knew how to code really well, however with myself now having access to ai and coding tools, I now know that anyone can do it. What surprised me most about myself over this course was how easily I picked up new concepts and tasks. As mentioned earlier my coding experience prior to was very limited, so I thought most tasks would be very difficult. However using ai as a teaching tool along the way, not only helped me complete my projects but also helped me understand everything I am doing along the way as it acted as a teacher.ÿOne moment where everything finally clicked was the first project. The first project was the first time where we were given some creative space and ground to run, and this for me was big. It allowed my mind to fully work and create what I wanted. I remember going through the loops and actually creating something from scratch that I could call my own creation. Following this class, my relationship with ai is great. I not only use it in my everyday life for different tasks, but I see how it can be included in everything and also am constantly aware of what is being said about it. I see the conflicting debates and political talk around ai and am very interested to learn all that I can about it.ÿFrom this experience in MGMT 310, I will carry forward the fact that l now understand the tools and ideas of finance. I know that as technology grows, we will have to adapt. I now have the literacy and skills to stay on par with the best as I continue to learn."
jmorenom	"When this semester began, I had only a basic idea of what AI really was. I knew it existed, I knew people used it, but I didn't fully understand how it worked or how it could support real decision-making in fields like finance. I also came into the course thinking I understood my own learning habits, but I didn't realize how much more disciplined and intentional I could become. Over these sixteen weeks, I learned not just concepts, but how to learn more actively, more consistently, and with more curiosity.
One of the biggest surprises about myself was developing the habit of actually reading my assignments carefully and getting them done on time. That may sound simple, but it completely changed the way I approached school. Instead of rushing or guessing, I started to slow down, think through the material, and put in real effort. That shift made the learning feel different ? more meaningful and more connected to my goals.There was one moment where everything truly ""clicked"": building the AI tool in Project 2. Working through that project helped me finally understand how AI processes information, how it makes predictions, and how it can be trained to support complex decisions. It wasn't just words on a slide anymore ? I could see the logic behind it. That project made me feel like I had grown, both in confidence and in skill.
Now, at the end of the semester, I am not the same student who started. My relationship with AI has changed from feeling unsure and intimidated to feeling capable and even excited about using it. I understand AI more deeply, and I'm no longer afraid of uncertainty in the learning process. Instead, I've learned to lean into it, ask better questions, and use the tools available ? including AI ? to build clarity.What I will carry forward from this experience is the understanding of how powerful AI can be when you know how to use it. It has changed how I think, how I approach problems, and even how I work in my business. But even more than that, I will carry forward the confidence that I can learn new things, push myself, and grow in ways I didn't expect."
gmultan	"Gurpreet Multani
    Self Reflection for #12
Throughout the past 16 weeks I actually gained some interest in this course and what we have been learning about, especially when we connect it to real life and future situations. At first when the semester started, I wasn't fully aware of how much Ai was capable of and that I can create my own Ai tools for calculating many finances. I knew it was able to do a lot of things but this tool is able to look into the future, I always knew what it was capable of but never really knew how much more capable of doing what it does. I expected the class to be straightforward, but I didn't realize how much it would change the way I approach learning, problem-solving, and uncertainty, using the DRIVE method.
What surprised me most was how comfortable I became with using AI and the DRIVER method. At first, I didn't think I'd ever get used to working this way, and I wasn't sure if AI would really help me learn since it basically would do alot for you on its own. But as the weeks went on, I realized I was actually getting better at breaking problems down, asking clearer questions, and checking my work with the DRIVER steps. AI stopped feeling confusing after a couple assignments, and it became something I could use confidently. It honestly surprised me how quickly I adjusted and how much easier learning felt once I got the hang of it.
One moment where everything clicked to me was when we learned about how companies choose between debt and equity to fund major projects using Ai and Google Collab. At first it was difficult to use gemini AI and google collab, but it all clicked to me that when I break down my thoughts and the way I ask a certain question, I can then control the way it will respond to me. That is where I saw myself growing, and as time went on I was able to work through it quickly, but I still do face some challenges along the way as I am still learning something new everyday.
Understanding that a financial decision can create benefits for one group while creating risks for another finally made the concept of capital structure make sense. It wasn't just theory anymore ? it felt real, and it helped me grow into someone who thinks more analytically about trade-offs.By the end of the semester, I became someone much more confident and open-minded, I'm not the same student I was at the beginning. My relationship with AI changed a lot too. I no longer see it as something separate from learning ? I see it as a tool that can help me understand concepts, test ideas, and explore scenarios that would take much longer on my own. I've learned to use AI as part of my thinking, not as a shortcut. Instead of trying to memorize the ""right"" answers, I now focus on learning frameworks and asking better questions. I also feel more comfortable with uncertainty because I understand that decisions in finance aren't perfect; they're about balancing risk, incentives, and flexibility. Finance also feels less intimidating because I can now see it as a decision-making process, not just math.What I'll carry forward from this experience is the ability to think more clearly and to use AI the right way. I won't just guess or rush?I'll define, break down, solve, verify, and improve. I feel more confident in my ability to learn new things, work through complex problems, and make smarter decisions. I didn't just learn financial management, I learned how to DRIVE with AI, and that's something I know will stay with me long after this class is over."
jmunkhol	"When this semester started, i barley used ai to help me in my classes when learning hard information, let alone do what I do now. I new very little about all that ai could do/create until taking this class, where i learned that ai can help you with most things in your life. What surprised me the most is how much i ended up learning. Learning how to prompt ai, to get results in the way that was most effective to me was challenging but rewarding at the same time. I learned to like doing the assignment surprisingly, because using ai in this way made me realize what a great tool it can be to get things done faster, while still learning the correct concepts behind what ai is helping me solve. Around the third assignment, i was getting frustrated when my prompt in gemini wouldn't work. But i reworked the driver framework to make it more organized and more clear, and thats all it took. That day it clicked for me, the idea that how you word things makes all the difference, and from that day forward I had a path I would follow when completing all my assignments. Now, my relationship and comfortability with using ai has grown so much. i have started using the driver framework in other classes to help me with assignments, and it has been an extremely helpful tool in other aspects of my schooling career. I have also became a more patient learner throughout this course, from the retries of code to figuring out the exact right wording. But it makes it all worth it when you can get the perfect response that shows you clear information. From this experience I will carry forward the usefulness of the driver framework, and also all the things i learned from using gemini to solve problems on concepts I understand."
mmunkhol	"1. I did not know alot about finance and especially AI. I now know that with AI you can do so many things that I thought were not possible, like generate code and create images.
2. I was surprised mostly about how I picked up AI and learned to quickly to manage it and use it in my work. At the start of the year I thought I was not going to be able to successfully use it to help me do assignments because I had not truly used it like that before. I did indeed manage to learn how to use it and I did it quicker than expected so that was an relief.3. I think one moment where something clicked was when I was doing the video assignments. I was not doing well even though I thought I was covering anything and when I looked for help from one of my friends I saw that his videos were shorter. It then finally clicked for me that my videos were too long and I started making them less complicated.ÿ4. My relationship with AI and learning has changed a bit. I definitely will now be using AI more in the future to help me with my work but also too help me learn successfully. I now know that it is good for brainstorming and for doing calculations that would take me an long time to complete!5. I will carry forward from this experience a new found respect to the power of AI. I will also carry forward an increased motivation to keep learning as well as keep working hard. I think I have learned alot about overcoming adversity and just doing the best at what you can control."
navarr87	"1. When this semester began, I knew almost nothing about AI beyond using ChatGPT to help with schoolwork, and I had very limited knowledge of finance since this was my first finance class. I approached both subjects with a narrow perspective, like thinking they were simply tools or sets of formulas to memorize, rather than systems of thinking. My understanding of learning itself was also fairly traditional. I expected to follow instructions, complete assignments, and move on. I didn't yet realize how much these subjects would push me to think differently and build new mental frameworks.2.ÿWhat surprised me most was how quickly I adapted to the DRIVER framework after initially struggling with it. At first, I didn't fully understand why DRIVER mattered or how it structured my thinking, and that showed in my early assignments. But once I committed to learning it, I found myself improving rapidly. I discovered that I could adjust my approach, reflect more intentionally, and ultimately perform much better than I expected.3. A major ""click"" moment came when I realized how deep and intuitive DRIVER actually is. It stopped feeling like a checklist and started to feel like a way of thinking, helping me see the logic behind decisions, the purpose behind analysis, and the importance of documenting how my understanding evolves. That shift showed me I wasn't just completing assignments. Instead, I was developing a more mature, structured way to approach complex problems.4. Now, I see AI completely differently, not as something optional or distant, but as a tool and skill set that my generation has to embrace, learn, and understand. I've become more open to exploring uncertainty rather than avoiding it, and I view learning as an ongoing process rather than something that only happens in class. My relationship with AI has shifted from simple use to intentional engagement, and that has changed how I see myself as a learner in a rapidly evolving world.5. From this experience, I will carry forward the mindset of using the resources available to me, especially AI, to think more strategically as a future generational leader. I'm walking away with a clearer understanding of how tools like DRIVER and AI can help me make better decisions, stay curious, and grow continuously. The confidence I gained in adapting to new frameworks and technologies is something I'll rely on long after this course, and I thank you, Professor Zhang, for that."
ng216	"At the start of this semester, I see AI as a tool to only answer my questions with the data they have, finance as a tool to know the real world, and learning as understanding all the concepts and using them in real life. However, this class slowly changed my mind. When I started combining AI, financial knowledge, and the concept, I realized that I could actually build a tool to calculate all the data I wanted. This saves me a lot of time because I love investing, but I spent too much time thinking about whether a company is worth investing in.The moment that really ""clicked"" for me was when I successfully built my first financial model, which is a Profit Margin Checker & Financial Health Checker. For the first time, I felt like I'm actually using my knowledge to built a tool that is useful. That feeling is incredible and unforgettable.Now, I see AI as my investing partner. AI helps me a lot in analyzing my choices and discovering details that I might have overlooked on my own. Every time I invest, I felt like I'm not relying on feeling only, I'm relying on data and analysis with my AI partner.I would say that the mindset of discovery and building an analysis with AI will carry forward from this class. I want to work with AI because it can help me grow the financial knowledge that I need in the future."
nicho307	"When this semester started, I was not someone who used AI in their daily life a lot. I found it useful for explaining mathematical concepts I was stuck on, but that was about the extent of my usage and knowledge. I also had basic financial concepts down from introduction to accounting classes and financial math classes but was not as familiar with the investment space. Regarding learning, I was most concerned with getting the right answers, not building the tools to make it easier for myself.What surprised me the most about myself was that I am more adaptable than I give myself credit for. This was a new way of learning to me, and I am proud of how I have been able to effectively implement it. One of my ""click"" moments was when I was working on a mini project and saw all the concepts from the different sessions come together. Instead of treating the concepts as something I have to learn to do well on an exam, I was able to truly analyze them in a real-world scenario.Now, I believe I am a problem-solver that can trust the process more confidently. With traditional learning, I was mostly concerned about gaps in my knowledge, like if a question came up on a test that I didn't remember the specific formula for. This course and style of learning has helped me to be confident in building a framework to solve these problems instead beyond memorizing the right way to do things. I see AI as an active learning tool rather than a crutch now: instead of using it when I feel stuck, I use it as more of a collaborator to check what I may be missing. From this experience, I will carry forward a greater ability to problem solve with today's technology and higher confidence in my ability to adapt to the ever-changing technological landscape of today. I believe now that being competent in a topic doesn't necessarily mean immediately having the right answer or a structured framework to find it, but having the mindset to power through and find it with perserverance."
oros0	"When I first came to class, and you mentioned how all of the assignments utilized AI, I thought it was weird and didn't really make sense to me how someone was encouraged to use AI in college. In every other class of mine, AI is strictly prohibited, so it was definitely a different perspective that I haven't seen utilized before. When I first started this class, I didn't know much about finance besides taking it in high school. Over the course of the semester, my perspective on learning in general has changed greatly. AI really has a lot of great uses in the modern world, and even if you think it's bad, it's destined to be in our society. I'm glad we took the time to get a head start on it and learn how to use it properly and efficiently to get the data we actually want rather then just asking it mindless questions where it's developed to give you the answers you want to hear. That's also one thing I learned, you have to take everything AI says with a grain of salt because usually it's wrong somewhere. That's why you should always back up AI information with actual statistics before using it in anything. This class really taught me the difference between using AI for cheating, vs using AI to learn other information to then help you with assignments. Something that I will carry forward from this experience is that AI is the future of our generation, whether we like it or not, so we might as well embrace it as a resource and learning tool to succeed as we go through our college experience and the rest of our lives."
spaguia	"Before this class when this semester started I had minimal coding, AI, and finance experience. Very rudimentary besides my basic python classes and accounting classes it was hard for me to understand how these two tools could connect, but at the same time it fascinated me.ÿ
I surprised myself with how much tech I could learn on my own,ÿ even just using application like google colab, and navigating tools myself like video editing for all the video presentations was really cool. In regards to class content I think it surprised me being cold called in class and actually knowing how to answer very technical questions.
A moment something clicked was when I answered a question in class about the meaning of stock valuation. It felt good to be confident in my knowledge and share that with the class. And then it only made me more confident in collaborating with my classmates as well.ÿ
Now, know how to use AI to help and not hurt me while still maintaining authenticity to who I am and my coding style. Beyond this the scope of this class is so broad and the use of AI tools is so vast I hope to keep exploring and learning these to help catapult me in my professional careerÿI will be taking so much away from this class, considering I have a finance internship next summer, I well most certainly use all the skills I have learned in this class into the future. Specifically stock comparison within the p&g industry being able to use and build my own tools for this will really impress my employers."
cjparmer	"The semester started with me being a smart computer designed to process data and formulas, believing the best financial answer was just the biggest number. I was surprised to realize that the most important part of the job was balancing people's interests and recognizing that some good financial moves only shuffle money around, while others build true value and discipline. The key moment was realizing that strategic analysis requires comparing all options, not just choosing the one with the highest immediate profit, leading me to recommend a balanced approach for long-term health. Now, I see myself as a strategic partner, not just a calculator, committed to using structured frameworks to give advice that is both smart mathematically and sensible strategically. I will carry forward the lesson that true value is found in discipline and sustainable growth, not quick financial tricks."
parrettj	"To start the semester I had basic knowledge about finance, and I used ai to do the work for me instead of helping me learn. I knew about finances because I am interested in the topic and have taken classes related to it before, but I had no deeper understanding past the extreme basics. Regarding ai, I only saw it as a crutch and not as a tool. I used ai to complete task for me without looking over and verifying the work, much less trying to understand the output.Now I feel as I have a much deeper understanding of finance through the help of ai. This class helped me tune into the perspective that a financier needs to look at money. It has helped me accumulative the knowledge of finance and continue my growing with the foundation I have. Regarding ai, I learned most of what I know by searching and experimenting with ai. Using the DRIVER framework has helped me learn how to use ai as a tool and not a crutch. My understanding of ai has also grown. I know now how to use different features of ai and its place in the world."
dpasupu	"At the beginning of the semester, I told myself I was someone who was not technically equipped and who did not feel comfortable with finance topics. I did not fully trust my ability to learn these skills, and I assumed that both AI and finance would feel overwhelming because I did not know how to use AI effectively and because finance concepts felt unfamiliar and intimidating.
Throughout the semester, I surprised myself with how I showed up for my own learning. I developed a better understanding of how to prompt AI to produce the kind of code output I actually needed, and I became more willing to sit with finance concepts long enough to understand them instead of giving up quickly.
One moment that really clicked for me was time value of money and how widely it applies across financial problems. Once I understood that, many other topics started to feel more connected and less confusing.Now, I feel more confident using AI as a tool to support my learning, and I am more comfortable learning finance even when I am not immediately sure of the answer. What I will carry forward is the belief that I can learn difficult things with AI's help when I use a structured process like the DRIVER framework."
